,Degree Centrality,Closeness Centrality,Betweenness Centrality
ur.01217765646.93,6.0,0.0,0.0
ur.01305055573.99,6.0,0.0,0.0
ur.01303367600.01,6.0,0.0,0.0
ur.0606701210.78,0.0,0.0,0.0
ur.0625634642.95,14.0,0.0007805439158655827,0.0007257689042258926
ur.01231742275.84,2.0,0.0,0.0
ur.013333712607.90,2.0,0.0,0.0
ur.01146565323.64,9.0,0.0,0.0
ur.01022765336.64,17.0,1.3693752909922494e-05,2.7387505819844987e-05
ur.012465277217.06,103.0,0.015172678224193933,0.015446553282392379
ur.01364432510.02,0.0,0.0,0.0
ur.01170740126.71,22.0,0.0008490126804151952,0.0008353189275052727
ur.01133624566.85,3.0,0.0,0.0
ur.01066217546.87,3.0,0.0,0.0
ur.01305067413.28,3.0,0.0,0.0
ur.01204736252.06,15.0,0.00010955002327937996,8.216251745953497e-05
ur.01345144503.94,30.0,0.0007394626571358151,0.001081806479883878
ur.015607417277.46,123.0,0.018294853887656552,0.018774135239503893
ur.01157452416.67,16.0,0.0005477501163969,0.0006983813984060476
ur.01157077462.05,9.0,0.0,0.0
ur.01146411201.44,19.0,0.00060252512803659,0.00049297510475721
ur.01352107572.40,2.0,0.0,0.0
ur.0612263154.40,6.0,0.0,0.0
ur.0633774411.49,6.0,0.0,0.0
ur.0743140644.80,6.0,0.0,0.0
ur.01153364433.21,6.0,0.0,0.0
ur.0610651461.87,6.0,0.0,0.0
ur.0611352137.00,6.0,0.0,0.0
ur.0751673335.29,6.0,0.0,0.0
ur.0724311673.19,24.0,0.0,0.0
ur.0724451735.52,24.0,0.0,0.0
ur.01372147535.63,24.0,0.0,0.0
ur.0763275275.45,24.0,0.0,0.0
ur.01265514235.14,24.0,0.0,0.0
ur.0662657506.74,24.0,0.0,0.0
ur.01143200174.23,24.0,0.0,0.0
ur.01023341200.97,24.0,0.0,0.0
ur.010050404572.41,24.0,0.0,0.0
ur.01325541774.07,24.0,0.0,0.0
ur.0656336535.50,24.0,0.0,0.0
ur.014773545054.67,24.0,0.0,0.0
ur.07603450517.26,147.0,0.0032180319338317694,0.003478213239120293
ur.01351575137.08,81.0,0.0005888313751266675,0.0006846876454961251
ur.0625272302.13,24.0,0.0,0.0
ur.010123240602.15,24.0,0.0,0.0
ur.012066653622.20,24.0,0.0,0.0
ur.01000467514.72,155.0,0.0009585627036945753,0.0010270314682441879
ur.01326560635.32,24.0,0.0,0.0
ur.01311514425.13,24.0,0.0,0.0
ur.0654711666.05,24.0,0.0,0.0
ur.016673513377.34,24.0,0.0,0.0
ur.01315660634.04,24.0,0.0,0.0
ur.010423513272.05,56.0,0.0005066688576671325,0.0003834250814778299
ur.012332732537.73,24.0,0.0,0.0
ur.01152073674.40,2.0,0.0,0.0
ur.0644672050.20,10.0,0.0,0.0
ur.01041274212.33,53.0,0.0026976693232547222,0.00250595678251581
ur.01232415404.80,24.0,0.00012324377618930246,0.00019171254073891488
ur.01317660364.87,14.0,0.0,0.0
ur.01175735400.74,14.0,0.0,0.0
ur.01100071474.12,22.0,0.00023279379946868233,0.00023279379946868233
ur.0661042473.53,14.0,0.0,0.0
ur.01065103166.51,18.0,1.3693752909922494e-05,0.0
ur.0653255574.79,18.0,0.0,0.0
ur.01005601504.36,14.0,0.0,0.0
