,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC,Min BC,Min DC,Min CC,Max BC,Max DC,Max CC
671,14,2,0.14285714285714285,12,0,16038.420244140465,21.785714285714285,0.08561340689565215,0.0,1.0,1.6388338058637473e-05,191078.07906363747,117.0,0.17034646637517434
672,18,1,0.05555555555555555,17,0,950627.1593356846,20.444444444444443,0.11060596657084688,0.0,0.0,0.0,10444389.465590658,76.0,0.19860999579369618
673,26,5,0.19230769230769232,21,0,196865.8419222106,8.961538461538462,0.10846414033462093,0.0,1.0,1.6388338058637473e-05,4791219.683649621,31.0,0.18180636944467204
674,20,1,0.05,19,0,1027.7615098228384,12.45,0.10194320427710861,0.0,1.0,1.6388338058637473e-05,20554.587339313908,33.0,0.17433349539580453
675,16,5,0.3125,11,0,147205.5949591816,12.8125,0.11982068395280412,0.0,0.0,0.0,1463843.333333333,33.0,0.15287438620293245
676,15,4,0.26666666666666666,11,0,111463.03195257222,21.866666666666667,0.11926198311177075,0.0,1.0,4.916501417591242e-05,732047.9999999998,89.0,0.19163298603066448
677,18,5,0.2777777777777778,13,0,101638.20540904805,24.0,0.13131367219438592,0.0,0.0,0.0,937983.8938842672,148.0,0.18060550747010748
678,37,6,0.16216216216216217,31,0,51062.59636413709,20.83783783783784,0.10698168350088486,0.0,0.0,0.0,1130170.924896869,117.0,0.18566183652921162
679,28,7,0.25,21,0,11076.160149396368,18.785714285714285,0.1157122573712657,0.0,1.0,1.6388338058637473e-05,291247.76750577695,90.0,0.18331974792136801
680,19,6,0.3157894736842105,13,0,111311.2388567325,12.789473684210526,0.0914673846874638,0.0,1.0,1.6388338058637473e-05,1446489.6912367886,36.0,0.16806274673702012
681,11,1,0.09090909090909091,10,0,66549.81818181818,15.272727272727273,0.12243138712874645,0.0,2.0,6.555335223454989e-05,732048.0,38.0,0.1653751095482409
682,26,4,0.15384615384615385,22,0,56623.804666362186,14.461538461538462,0.08968290166216256,0.0,0.0,0.0,823536.0,96.0,0.18047001753553849
